titulo,contenido,autor,fecha,url,emocionalidad_full,subjetividad_full,objetividad_full,seccion
"Murió Frederik, el príncipe de Luxemburgo, por una rara enfermedad","EN VIVO Luxemburgo amaneció triste este lunes tras conocerel deceso del príncipe Federico, a los 22 años, quien fuera el hijo más joven del príncipe Roberto, primo del jefe del Estado, el gran duque Enrique.    Al príncipe Federico le diagnosticaron POLG a los 14 años, una enfermedad que provoca una amplia gama de síntomas y afecta a muchos sistemas orgánicos diferentes, lo que hace que sea muy difícil de diagnosticar y no tiene tratamiento ni cura, según el comunicado. Especialistas llegan a definirlo como un trastorno genético poco frecuente que afecta la función mitocondrial y puede provocar graves problemas neurológicos y metabólicos. “Como ocurre con 300 millones de personas como Frederik en todo el mundo, estas enfermedades suelen ser difíciles de reconocer incluso para los médicos, y las familias de los pacientes puedenno saber nunca de qué padecen, ya que es posible que solo se las identifique muy tarde en su progresión”, escribió su padre. “Se podría comparar con teneruna batería defectuosa que nunca se recarga por completo, está en un estado constante de agotamiento y eventualmente pierde energía”, escribió el príncipe Robert. Conocé todas las opciones del contenido que podés recibir en tu correo. Noticias, cultura, ciencia, economía, diversidad, lifestyle y mucho más, con la calidad de información del Grupo Octubre, el motor cultural de América Latina. Este es un contenido original realizado por nuestra redacción. Sabemos que valorás la información rigurosa, con una mirada que va más allá de los datos y del bombardeo cotidiano. Hace 37 añosPágina|12asumió un compromiso con el periodismo, lo sostiene y cuenta con vos para renovarlo cada día.",Desconocido,2025-03-10T18:20:39-03:00,https://www.pagina12.com.ar/809696-murio-frederik-el-principe-de-luxemburgo-por-una-rara-enferm,2.717000961303711,0.6011904761904762,0.39880952380952384,el-mundo
"Tras el apagón, sigue el calor agobiante y hay alerta por temperaturas extremas","EN VIVO Elcalor no cedey este jueves en gran parte del país se espera unanueva jornada agobiante.El Servicio Meteorológico Nacional (SMN) emitió una serie dealertas amarillas, naranjas y rojasportemperaturas extremaspara laCiudad, el Conurbano y nueve provincias. Después de unmiércoles infernal, con unasensación térmica que superó los 44grados y más deun millón de usuarios afectados por un apagón masivoen el AMBA, el termómetro no traerá calma este jueves. En laCiudad y sus alrededoresse espera que la temperatura llegue hasta los35 grados, con viento del noreste, y una humedad del 71%. El SMN indicó que en elAMBA, en parte delinterior boanerense, deEntre RíosyCórdobarige unaalerta amarilla por calor extremo. Este nivel de advertencia implica unefecto leve a moderado en la saludde las personas, que puedenser peligrosas,sobre todo para los grupos de riesgo,como niños y niñas, personas mayores de 65 años, con enfermedades crónicas.   El SMN indicó además que enzonasde las provinciasde Santa Fe, Entre Ríos, Santiago del Estero, Chaco, Formosa y Salta rigeunaalerta de nivel naranja por calor extremo. En la escala del organismo meteorológico, la advertencianaranjasupone unefecto moderado a alto en la salud, con temperaturas quepueden ser muy peligrosas,especialmente para los grupos de riesgo. En tanto que enMisiones, Corrientes, Chaco, Misiones, Formosa y Santiago del Esterola alerta se eleva alnivel rojo, que indica que las temperaturas pueden causar unefecto alto a extremo en la salud  y pueden afectar a todas las personas, incluso a las saludables. Las recomendaciones para este tipo de eventos son indicadas por el Ministerio de Salud. Conocé todas las opciones del contenido que podés recibir en tu correo. Noticias, cultura, ciencia, economía, diversidad, lifestyle y mucho más, con la calidad de información del Grupo Octubre, el motor cultural de América Latina. Este es un contenido original realizado por nuestra redacción. Sabemos que valorás la información rigurosa, con una mirada que va más allá de los datos y del bombardeo cotidiano. Hace 37 añosPágina|12asumió un compromiso con el periodismo, lo sostiene y cuenta con vos para renovarlo cada día.",Desconocido,2025-03-07T00:01:00-03:00,https://www.pagina12.com.ar/808750-tras-el-apagon-sigue-el-calor-agobiante-y-hay-alerta-por-tem,2.0066540241241455,0.5973913043478261,0.40260869565217394,sociedad
Aumentan 3% los combustibles,"EN VIVO En un escenario de caída de ventas, la nafta y el gasoil volverán a subir desde el jueves primero de agosto, un tres por ciento promedio.   El incremento incluirá el traslado al precio final de la devaluación mensual del peso frente al dólar oficial, del 2 por ciento, y una actualización del 1 por ciento en el impuesto a los combustibles líquidos.   De esta forma, el gobierno aplicará sólo una pequeña suba del tributo con el fin de que no se traslade ese aumento al único indicador que el gobierno muestra como exitoso: la baja de la inflación.   La nafta súper de YPF pasará de 940 pesos a la zona de los 970 pesos por litro en la Ciudad de Buenos Aires (CABA).   El gasoil se apreciará de 980 pesos a unos 1010 pesos por litro.   En el año, los combustibles subieron más del 126 por ciento promedio, por encima de la inflación.   Producto de la recesión, hay una fuerte caída en naftas premium, ya que los usuarios se trasladan a súper.   Entre mayo y junio, el consumo de nafta cayó 10,1 por ciento interanual. Conocé todas las opciones del contenido que podés recibir en tu correo. Noticias, cultura, ciencia, economía, diversidad, lifestyle y mucho más, con la calidad de información del Grupo Octubre, el motor cultural de América Latina. Este es un contenido original realizado por nuestra redacción. Sabemos que valorás la información rigurosa, con una mirada que va más allá de los datos y del bombardeo cotidiano. Hace 37 añosPágina|12asumió un compromiso con el periodismo, lo sostiene y cuenta con vos para renovarlo cada día.",Desconocido,2024-08-01T00:01:00-03:00,https://www.pagina12.com.ar/756702-aumentan-3-los-combustibles,1.8148820400238037,0.5898148148148148,0.4101851851851852,economia
Los días eran así,"EN VIVO Hugo preguntaba curioso sobre cada cosa. No dejaba pasar una. Le gustaba ganar siempre, convencer. Las charlas con él eran unpatchworkde anécdotas con las que invitaba a recorrer la vida de un militante apasionado, lúcido, implacable, solidario. ""Basta Huguin, tenemos que cerrar"", había que cortarlo. Las historias se hilvanaban sin fin y el diario impone un final impostergable. Disfrutaba ponerse a prueba cada día con la definición, la creatividad, la exigencia de ese título para recordar más allá de lo efímero del día a día. Muchas de esas tapas icónicas tienen su sello y seguirán sorprendiendo, provocando. ""¿Cómo puede ser que hablemos tantas horas todos los días?"", nos decía a Vicky y a mí, asombrado y admirado de un trabajo que abduce. Supo encontrar el tiempo y el registro para contar lo vivido en entrañables contratapas que se convirtieron luego en dos libros:Los días eran asíyLas cartas del capitán. Las presentaciones de esos libros las pensó como homenajes a quienes quería por sobre todo y lo arropaban cada día: su compañera Laura y sus hijos Joaco, Paula y Jorge, la infinidad de amistades que había tejido a lo largo de años, las Madres y las Abuelas y ""Los presitos"", como llamaba, con ironía, a sus compañeros en los años de prisión durante la dictadura. Ver a esos hombres curtidos por la vida emocionarse ante los relatos atravesados por el dolor y el humor desgarrante, salvador, conmovía. Estaba al tanto de todo y tenía la admirable virtud de generar confianza con los interlocutores más impensados. Le encantaba recorrer los cafés, sentarse a observar personajes, charlar, buscar entender y descubrir síntomas de lo que iba pasando. ""No soy necio"", bromeaba cuando veía que su argumento podía flaquear. Era verdad, no era necio. Hablaba de frente, a veces con una sinceridad extrema. Y siempre, siempre, apelaba al humor. Vivía con pasión. Cada día era un proyecto, el empuje para seguir en una vorágine sostenida por el respeto y el cariño. Escribir estas líneas en pasado es una puñalada al corazón. ""Las quiero chicas"", nos decía. Fue la contraseña para recomponer después de discutir hasta la exasperación. La seguridad de ese sentimiento compartido fue el combustible que nos alimentó a lo largo de tantos años ya en la conducción dePágina/12. Los inolvidables días eran así. Difícil imaginar cómo seguirán siendo esos días sin Hugo. Conocé todas las opciones del contenido que podés recibir en tu correo. Noticias, cultura, ciencia, economía, diversidad, lifestyle y mucho más, con la calidad de información del Grupo Octubre, el motor cultural de América Latina. Este es un contenido original realizado por nuestra redacción. Sabemos que valorás la información rigurosa, con una mirada que va más allá de los datos y del bombardeo cotidiano. Hace 37 añosPágina|12asumió un compromiso con el periodismo, lo sostiene y cuenta con vos para renovarlo cada día.",Nora Veiras,2025-04-12T00:01:00-03:00,https://www.pagina12.com.ar/817590-los-dias-eran-asi,4.206132888793945,0.5879084967320263,0.4120915032679737,el-pais
Reintegros de la AFIP,"EN VIVO Con una demora de dos meses, la AFIP inició el reintegro de contribuciones a monotributistas y autónomos. La resolución 4309 del fisco indicaba que debía hacerse en el mes de marzo ""de cada año calendario"" y se otorgará únicamente a quienes hayan efectuado sus pagos mediante: a) Débito directo en cuenta bancaria: b) Débito automático mediante la utilización de tarjeta de crédito”. Para hacer el trámite de vista del estado del reintegro, se debe ingresar a la página web de AFIP, dirigirse al servicio “CCMA – Cuenta Corriente de Monotributistas y Autónomos” y clickear “Consultas varias” para luego entrar a “Detalle de incentivos”. Allí se indica si el beneficio es acreditado o no acreditado, se ve el monto de la devolución y, los motivos por los que se otorgó el reintegro o se rechazó. ¿Quiénes estarán habilitados para acceder al beneficio? Los monotributistas y trabajadores autónomos que, durante el año, hayan abonado en tiempo y forma las obligaciones mensuales. Los pagos deben haber sido realizados ya sea por débito directo en cuenta bancaria o por débito automático con tarjeta de crédito. Según detalló la AFIP, para las categorías A, B, C y D se tendrán por cumplidos los requisitos cuando ""se hubiera abonado el impuesto integrado completo de al menos 8 períodos mensuales para 2023 y 10 períodos mensuales para 2024"". Conocé todas las opciones del contenido que podés recibir en tu correo. Noticias, cultura, ciencia, economía, diversidad, lifestyle y mucho más, con la calidad de información del Grupo Octubre, el motor cultural de América Latina. Este es un contenido original realizado por nuestra redacción. Sabemos que valorás la información rigurosa, con una mirada que va más allá de los datos y del bombardeo cotidiano. Hace 37 añosPágina|12asumió un compromiso con el periodismo, lo sostiene y cuenta con vos para renovarlo cada día.",Desconocido,2024-06-05T00:01:00-03:00,https://www.pagina12.com.ar/742155-reintegros-de-la-afip,1.562937617301941,0.5874999999999999,0.4125000000000001,economia
Preocupación por una gigantesca mancha solar que apunta a la Tierra,"EN VIVO Científicos de todo el mundo han advertido poruna mancha solar que apareció recientemente en elSoly apunta al planeta Tierra. Astrónomos mantienen una vigilancia activa, ya que podría causar muchas perturbaciones a nivel tecnológico. AR 4079, tal como la bautizaron los especialistas, es una mancha solar ubicada en elsector ecuatorialdel astro de nuestro sistema solar,con un diámetro de unos 140.000 kilómetros, más de 10 veces el de la Tierra. Las manchas solares son fenómenos dondehay una actividad magnética muy elevada, por lo que los científicos vigilan constantemente estas regiones, ya que pueden estar asociadas aintensas llamaradasy posibles tormentas solares. Las manchas solares pueden ser pequeñas y otras, grandes y complejas. En el caso de la AR 4079 estamos ante el caso deuna de un tamaño gigantesco, por lo que el peligro podría ser mayor que en otro contexto. Esta mancha solar que apunta hacia nuestro planeta está clasificada comobeta-gamma-delta, lo que quiere decir quees una mancha solar de clase magnética, con polaridades magnética positiva y negativa muy activa, capaces de generar intensas erupciones solares. Por el momento, la mancha solar AR 4079 ha estado dandollamaradas de clase M -es una erupción solar de tamaño mediano, clasificada según su intensidad en rayos X-, no obstante, existe el riesgo de que produzca una potente llamarada solar que dé lugar a unaeyección de masa coronal. Las eyecciones de masa coronal (también conocidas como CME) consisten en laexpulsión repentina de la corona solar, las capas exteriores de la atmósfera de nuestra estrella, de una cantidad considerable de gas altamente ionizado, o plasma. El plasma es entonces expulsado hacia el espacio interplanetario y, si la región solar donde se produce esta expulsión está orientada hacia la Tierra,puede producir una tormenta geomagnética. Lo que se sabe con seguridad, hasta el momento, es queuna gigantesca mancha solar está activa y apunta hacia nuestro planeta. La vigilancia por parte de los astrónomos se debe a quesi AR 4079 emitiera una llamarada solar particularmente violenta o, peor aún, una eyección de masa coronal en las próximas horas, la Tierra se vería azotada por un viento solar extremadamente intenso que podría perturbar nuestros sistemas de comunicación, navegación, radio e incluso electricidad. Por el momento, solo ha tenido una fase “tranquila”, emitiendo llamaradas de clase M, no obstante, se ha descubierto que se ha formado una racha más ligera entre las dos manchas solares que la componen, lo que podría provocar dos consecuencias: la desintegración de la mancha solar o desencadenar fenómenos aún más potentes que los producidos hasta ahora. Conocé todas las opciones del contenido que podés recibir en tu correo. Noticias, cultura, ciencia, economía, diversidad, lifestyle y mucho más, con la calidad de información del Grupo Octubre, el motor cultural de América Latina. Este es un contenido original realizado por nuestra redacción. Sabemos que valorás la información rigurosa, con una mirada que va más allá de los datos y del bombardeo cotidiano. Hace 37 añosPágina|12asumió un compromiso con el periodismo, lo sostiene y cuenta con vos para renovarlo cada día.",Desconocido,2025-05-09T10:46:57-03:00,https://www.pagina12.com.ar/824366-preocupacion-por-una-gigantesca-mancha-solar-que-apunta-a-la,2.718644380569458,0.5869145382395383,0.4130854617604617,sociedad
Las impresionantes fotos y videos de Bahía Blanca luego del temporal,"EN VIVO La ciudad bonaerense deBahía Blancafue castigada una vez más por unsevero temporaldurante la noche del jueves, dejando graves consecuencias infraestructurales y poniendo en un enorme peligro a sus habitantes. El Gobierno localanunció la muerte de trece personas,y no descarta ""la existencia de mayor cantidad de víctimas fatales"". Lastrágicas imágenesde las consecuencias de la tormenta, circulan sin parar en las redes. Pasado el mediodía de este viernes, la situación en Bahía Blanca sigue siendo crítica, conmás de 260 milímetros de agua acumulada, evacuaciones en distintos barrios y severos daños edilicios y en la vía pública, incluido el colapso del Hospital Penna. ""Lamentablementedebemos confirmar el fallecimiento de una mujeren la vía pública en las calles Paroissien y Rawson, no pudiendo descartar --en virtud de la magnitud del desastre climático--, la existencia de mayor cantidad de víctimas fatales. En este sentido, el Municipio que gobiernaFederico Susbiellesinformó que ""gran parte de la ciudad se encuentra bajo agua,luego de 7 horas de lluvia torrencial ininterrumpida"". Y agregó: ""Sin lugar a dudas nos sitúa frente a unacatástrofe natural"". El funcionario local precisó que ""eldesborde del canal Maldonado y del Arroyo Napostá"" provocó anegaciones en ""gran parte de la ciudad"", y ""en especial la zona baja, que se encuentra más comprometida al ser imposible acceder a las mismas en forma vial"". En las últimas horas, la ministra de Seguridad de la Nación,Patricia Bullrich, anunció en sus redes que se encuentraal frente del operativo de emergencia en Bahía Blanca. La funcionaria informó que se constituyó unComando Unificadodesde el inicio del temporal y quetrabajan en conjunto con la provincia de Buenos Aires y el municipio bahiensepara coordinar la asistencia a los afectados. Para enfrentar la emergencia, el Gobierno dispuso el envío de efectivos y recursos: Prefectura Naval Argentina (PNA), Gendarmería Nacional Argentina (GNA), y Brigada USAR de la Policía Federal Argentina (PFA), especializada en rescates    Conocé todas las opciones del contenido que podés recibir en tu correo. Noticias, cultura, ciencia, economía, diversidad, lifestyle y mucho más, con la calidad de información del Grupo Octubre, el motor cultural de América Latina. Este es un contenido original realizado por nuestra redacción. Sabemos que valorás la información rigurosa, con una mirada que va más allá de los datos y del bombardeo cotidiano. Hace 37 añosPágina|12asumió un compromiso con el periodismo, lo sostiene y cuenta con vos para renovarlo cada día.",Desconocido,2025-03-08T17:27:11-03:00,https://www.pagina12.com.ar/809062-las-impresionantes-fotos-y-videos-de-bahia-blanca-luego-del-,2.4893078804016113,0.5865384615384615,0.41346153846153855,sociedad
Brasil espera las actas para expresarse sobre la elección en Venezuela,"EN VIVO El Gobierno brasileño, encabezado porLuis Inácio Lula Da Silva, celebró el ""carácter pacífico"" de los comicios en Venezuela, pero marcó una distancia con el anuncio de la victoria del presidente Nicolás Maduro al sostener que""acompaña con atención el escrutinio"".En paralelo, el presidente argentinoJavier Mileifirmó un comunicado para exigir la revisión de los resultados ""con la presencia de observadores electorales independientes"". El comunicado del gobierno brasileño reafirmó que""el principio de la soberanía popular debe ser observado por medio de la verificación imparcial de los resultados"" y pidió esperar la publicación de todos los datos ""detallados por mesa de votación"" como ""un paso indispensable para la transparencia, credibilidad y legitimidad del resultado"". ""No pongo en duda necesariamente lo que está siendo dicho, pero el Gobierno (venezolano) dijo que suministraría todas las actas y eso aún no ocurrió"", explicó el excanciller brasileñoCelso Amorim, quien es asesor de asuntos internacionales de Lula y se encuentra en Caracas desde el viernes y permanecerá allí hasta este martes. Amorín consideró el resultado electoral y las conjeturas en torno a la victoria de Maduro comouna situación ""compleja"" en la que Brasil deberá ser ""cauteloso"". Esta posición había sido adelantada a periodistas brasileños por el asesor, que ha dicho además que ""incomoda"" la posible falta de ""transparencia"" del proceso. Lula ya había advertido la necesidad derespetar el resultado electoralcuando Maduro dio desafortunadas declaraciones en las que dijo que si perdía las elecciones ocurriría ""un baño de sangre"".""Me asusté con esa declaración"", dijo Lula y le pidió que ""si quiere contribuir a resolver el problema de crecimiento de Venezuela y la vuelta de los que se fueron, tiene que respetar el proceso democrático"". El presidente brasileño retomóla relación bilateral con Venezuelatras regresar al Palacio de Planalto y se mantuvo crítico al bloque económico que Estados Unidos y los países aliados en la región le impusieron al país sudamericano. De acuerdo al primer y único boletín emitido hasta ahora por el Consejo Nacional Electoral (CNE) de Venezuela,con cerca de un 80 por ciento de las mesas escrutadas, Maduro fue reelegido con el 51,2 por ciento de los votos, frente al 44,2 por ciento obtenido por el opositor Edmundo González Urrutia. Conocé todas las opciones del contenido que podés recibir en tu correo. Noticias, cultura, ciencia, economía, diversidad, lifestyle y mucho más, con la calidad de información del Grupo Octubre, el motor cultural de América Latina. Este es un contenido original realizado por nuestra redacción. Sabemos que valorás la información rigurosa, con una mirada que va más allá de los datos y del bombardeo cotidiano. Hace 37 añosPágina|12asumió un compromiso con el periodismo, lo sostiene y cuenta con vos para renovarlo cada día.",Desconocido,2024-07-29T14:07:16-03:00,https://www.pagina12.com.ar/755953-brasil-espera-las-actas-para-expresarse-sobre-la-eleccion-en,2.270409345626831,0.5833333333333334,0.41666666666666663,el-mundo
Contuvieron el incendio en Epuyén,"EN VIVO El Servicio Provincial de Manejo del Fuego (SPLIF) anunció que el incendio de Epuyén, uno de los primeros focos patagónicos de este año, fue contenido. Los brigadistas y voluntarios pudieron cercar el perímetro del fuego para que no siga avanzando. Pero seguirán monitoreando hasta lograr la extinción del incendio de interfase --una zona urbano-forestal-- que se inició el 15 de enero. ""La brigada está recorriendo y detectando posibles puntos calientes que se pueden reactivar cuando se incrementan los vientos y temperaturas"" señalaron, y agradecieron el trabajo de los brigadistas nacionales y provinciales, y los bomberos voluntarios. En las 3.530 hectáreas alcanzadas por las llamas, se perdieron bosque nativo, plantaciones de árboles exóticos como el pinar --que favorecieron la expansión del incendio-- y 70 viviendas. Más de 200 personas tuvieron que ser evacuadas. El Gobierno de Chubut prometió avanzar con un plan de reconstrucción de viviendas. Conocé todas las opciones del contenido que podés recibir en tu correo. Noticias, cultura, ciencia, economía, diversidad, lifestyle y mucho más, con la calidad de información del Grupo Octubre, el motor cultural de América Latina. Este es un contenido original realizado por nuestra redacción. Sabemos que valorás la información rigurosa, con una mirada que va más allá de los datos y del bombardeo cotidiano. Hace 37 añosPágina|12asumió un compromiso con el periodismo, lo sostiene y cuenta con vos para renovarlo cada día.",Desconocido,2025-02-08T00:01:00-03:00,https://www.pagina12.com.ar/802448-contuvieron-el-incendio-en-epuyen,3.6404519081115723,0.5814102564102565,0.41858974358974355,sociedad
La Corte rechazó la licencia de Lijo y su nombramiento quedó en suspenso,"EN VIVO La Corte Suprema de Justicia rechazó el pedido de licencia del juez Ariel Lijo en su cargo en Comodoro Py, por lo que el magistrado ahora deberá renunciar a su puesto en un tribunal federal para asumir como ministro del máximo tribunal. Los juecesHoracio Rosatti, Carlos Rosenkratz, Ricardo Lorenzetti y Manuel García-Mansilla-designado recientemente por un cuestionado decreto del presidente Javier Milei- decidieron no otorgarle la licencia extraordinaria a Lijo para poder asumir en la Corte sin tener que dejar su cargo en Comodoro Py. Sólo Ricardo Lorenzetti votó a favor de aprobar la licencia extraordinariaque pedía el juez, quien está al frente del del juzgado federal número 4 y subroga el 12, que está vacante. Lijo, designado por decreto en el alto tribunal por Milei junto a García-Mansilla, se enfrenta a la decisión de tener que renunciar a su cargo de juez federal si quiere asumir.El obstáculo es que el puesto en la Corte solo estaría firme hasta fin de año y su pliego todavía puede ser rechazado por el Senado. En caso de que el magistrado decida permanecer en su cargo en Comodoro Py,el Gobierno debería enviar al Congreso un nuevo pliego con otro candidato para completar la Corte Suprema. La oposición en el Senado se prepara para avanzar con el rechazo de los pliegos de los jueces nombrados por decreto.Tal como informó Página/12, desde Unión por la Patria planean firmar en disidencia el dictamen de la comisión de Acuerdos con el pliego de García Mansilla, para dejar habilitado su tratamiento en una sesión especial Para rechazar los pliegos se necesita que 25 senadores voten en contra,ya que la Constitución Nacional establece que para aprobarlos se requieren los dos tercios de los votos de los senadores presentes, es decir 48 a favor (si hay asistencia perfecta). Primero tienen que conseguir que los dos dictámenes lleguen al recinto y luego, que 37 senadores y senadoras estén sentados en sus bancas para dar quórum y permitir el inicio de la sesión. Finalmente, se produce la votación de los pliegos, cada uno por separado. Manuel García-Mansilla emitió hoy su primer voto como miembro de la Corte Suprema de Justicia, apenasuna semana después de que se le tomara juramento en una ceremonia sorpresiva, privada y prácticamente en secreto. El juez había sido designado en comisión a través de un cuestionado decreto del presidente Javier Milei,pese a que su pliego no consiguió ni siquiera los avales necesarios ser debatido en el Senado. Durante su presentación en la comisión de Acuerdos del Senado, García Mansilla había sentenciado:“Yo no hubiera aceptado una nominación en comisiónporque, más allá de que la Constitución la prevé, evidentemente hay un gran sector de la población que con buenas razones resiste este tipo de decisiones”. Ahora ya ocupa el cargo, nombrado por decreto y en comisión. Conocé todas las opciones del contenido que podés recibir en tu correo. Noticias, cultura, ciencia, economía, diversidad, lifestyle y mucho más, con la calidad de información del Grupo Octubre, el motor cultural de América Latina. Este es un contenido original realizado por nuestra redacción. Sabemos que valorás la información rigurosa, con una mirada que va más allá de los datos y del bombardeo cotidiano. Hace 37 añosPágina|12asumió un compromiso con el periodismo, lo sostiene y cuenta con vos para renovarlo cada día.",Desconocido,2025-03-06T11:23:41-03:00,https://www.pagina12.com.ar/808761-la-corte-rechazo-la-licencia-de-lijo-y-su-nombramiento-quedo,1.9385573863983154,0.5789718614718614,0.4210281385281386,el-pais
Siguen los cruces entre el ministro Caputo y Ricardo Darín por el precio de las empanadas,"EN VIVO Un insólito cruce se desató este fin de semana y siguió hasta este lunes entre el actorRicardo Daríny el ministro de EconomíaLuis Toto Caputo, luego de que el artista cuestionara la difícil situación que atraviesa el país y mencionara, como ejemplo, elprecioque tiene en la actualidad unadocena de empanadas. En un programa televisivo el actor criticó el blanqueo de dólares y se refirió al alto precio de los bienes y lo difícil que atraviesa esta situación buena parte de los argentinos. Luego, el ministro Caputo reaccionó de modo intolerante con Darín a través de redes y televisión. Hoy el actor respondió al ataque que recibió por parte del ministro Caputo. Este sábado, el protagonista de la exitosa serieEl Eternautaparticipó como invitado del programa de televisión que conduce Mirtha Legrand, dondecuestionó la utilidad del nuevo blanqueoque lanzó el Gobierno para echar mano a los ""dólares guardados bajo el colchón"". ""¿Cómo ves a la Argentina?"", preguntó durante el programa la conductora, a lo que Darín contestó con sarcasmo: ""La veo fantástico, lo veo muy bien.Ahora que están sacando los dólares de los colchones… el tema son los colchones, muchos colchones están un poco apolillados..."". ""La verdad no entiendo nada,me llama la atención esto de sacar los dólares del colchón, ¿de quién están hablando? Una docena de empanadas cuesta 48.000 pesos, así que no comprendo de qué están hablando, hay mucha gente que la está pasando muy mal"", continuó Darín sobre la situación de la Argentina, con por ejemplo un consumo que acumuló 15 meses de caída y con la mayoría de los jubilados cobrando un tercio de la canasta básica. Legrand se limitó a responder:""Los precios son terribles, terribles, no alcanza la plata"". Horas más tarde, en una insólita reacción, el ministro de Economía, Luis ""Toto"" Caputo, salió con los tapones de punta y le respondió a Darín por redes sociales:""Las empanadas no valen eso Ricardito (...) Quedate tranquilo Ricardo, la gente come empanadas ricas por 16.000 pesos"",escribió el funcionario. Luego, en una entrevista televisiva, el ministro calificó el comentario de Darín como ""una estupidez"", asegurando que le dio ""vergüencita"". El actor""se quiso hacer el nacional y popular, y dijo una estupidez que todavía lo están gastando en las redes"", opinó. Este lunes, Darín lamentó las declaraciones de Caputo y dijo que debería ser más educado. “Los precios están elevados, la gente lo sabe. Esto no tiene nada que ver con hablar mal del Gobierno y del señor Caputo, que me trató de Ricardito.Fue bastante despectivo para un funcionario público votado en democracia”, opinó el actor. “Debería ser un poco más educado.No entiendo por qué me trata mal y me dice ‘Ricardito, lo que dijo es una estupidez’, con lo cualme estaría tratando de estúpido.Más allá de eso, reinterpretar lo que quise decir va en cada uno. Es una oportunidad para comprobar cuanta gente hay cargada y que vuelca todo su odio. Te acusan de cosas que no soy”, agregó. Y concluyó: “Si empezás a tener miedo de decir lo que pensás, te empezás a quedar callado y eso no está bien porque estamos en democracia.Yo respeto al Gobierno, no le falto el respeto,hay que cuidar las formas.Si desde arriba no te tratan bien, es difícil sostenerlo abajo, nosotros estamos abajo, somos ciudadanos”. Conocé todas las opciones del contenido que podés recibir en tu correo. Noticias, cultura, ciencia, economía, diversidad, lifestyle y mucho más, con la calidad de información del Grupo Octubre, el motor cultural de América Latina. Este es un contenido original realizado por nuestra redacción. Sabemos que valorás la información rigurosa, con una mirada que va más allá de los datos y del bombardeo cotidiano. Hace 37 añosPágina|12asumió un compromiso con el periodismo, lo sostiene y cuenta con vos para renovarlo cada día.",Desconocido,2025-05-26T16:36:06-03:00,https://www.pagina12.com.ar/828873-siguen-los-cruces-entre-el-ministro-caputo-y-ricardo-darin-p,3.142037868499756,0.5788589542844862,0.4211410457155138,el-pais
